date,actual,predicted
2005-11-24,710346.0,834635.5
2005-11-25,787038.0,706863.1
2005-11-26,755646.0,723314.0
2005-11-27,698110.0,726352.4
2005-11-28,723453.0,760196.25
2005-11-29,723458.0,755890.2
2005-11-30,729656.0,725974.06
2005-12-01,785356.0,732064.4
2005-12-02,812760.0,773915.75
2005-12-03,794749.0,785109.2
2005-12-04,766631.0,790785.44
2005-12-05,852624.0,810568.25
2005-12-06,860944.0,842639.6
2005-12-07,890966.0,878395.75
2005-12-08,898495.0,893909.25
2005-12-09,873751.0,893897.5
2005-12-10,817553.0,818105.56
2005-12-11,792676.0,768848.2
2005-12-12,858781.0,842720.6
2005-12-13,924678.0,849207.8
2005-12-14,975164.0,890959.5
2005-12-15,955642.0,927629.1
2005-12-16,837061.0,907423.06
2005-12-17,800372.0,774764.5
2005-12-18,789908.0,798112.56
2005-12-19,879118.0,899010.2
2005-12-20,921094.0,874624.4
2005-12-21,909271.0,867168.4
2005-12-22,880776.0,876087.6
2005-12-23,804950.0,852235.75
2005-12-24,716319.0,751571.2
2005-12-25,709791.0,698120.94
2005-12-26,721682.0,798605.9
2005-12-27,792186.0,772757.5
2005-12-28,799397.0,805558.44
2005-12-29,772540.0,799984.6
2005-12-30,764778.0,764537.75
2005-12-31,754343.0,707493.9
2006-01-01,709984.0,744540.94
2006-01-02,769220.0,749818.56
2006-01-03,818656.0,771250.6
2006-01-04,822402.0,824380.25
2006-01-05,796940.0,827815.7
2006-01-06,819041.0,772704.8
2006-01-07,798494.0,792301.1
2006-01-08,739939.0,775671.5
2006-01-09,772738.0,823471.75
2006-01-10,774476.0,821547.7
2006-01-11,793126.0,798977.1
2006-01-12,753192.0,801066.75
2006-01-13,764074.0,778124.2
2006-01-14,702210.0,747545.56
2006-01-15,792441.0,692664.3
2006-01-16,862322.0,877283.44
2006-01-17,857421.0,859407.75
2006-01-18,792475.0,875740.1
2006-01-19,821372.0,810019.1
2006-01-20,771033.0,821908.8
2006-01-21,699980.0,745746.9
2006-01-22,718561.0,714067.9
2006-01-23,811867.0,814603.1
2006-01-24,803242.0,859709.8
2006-01-25,827774.0,811080.3
2006-01-26,863528.0,852321.94
2006-01-27,847218.0,861802.75
2006-01-28,733244.0,820992.6
2006-01-29,709560.0,717483.06
2006-01-30,744610.0,789103.94
2006-01-31,779175.0,776731.8
2006-02-01,798775.0,791823.94
2006-02-02,785272.0,807850.2
2006-02-03,739464.0,778421.4
2006-02-04,702894.0,688296.1
2006-02-05,696689.0,673120.5
2006-02-06,814061.0,751622.2
2006-02-07,825964.0,833617.7
2006-02-08,845354.0,828164.0
2006-02-09,852101.0,828632.5
2006-02-10,846786.0,806920.56
2006-02-11,784107.0,772191.1
2006-02-12,783127.0,763018.5
2006-02-13,861316.0,828015.3
2006-02-14,833922.0,832181.1
2006-02-15,798762.0,834137.2
2006-02-16,762402.0,803563.3
2006-02-17,744004.0,787964.5
2006-02-18,787811.0,710327.56
2006-02-19,828886.0,784104.9
2006-02-20,836969.0,878321.75
2006-02-21,836332.0,836960.94
2006-02-22,840215.0,829982.9
2006-02-23,802169.0,808511.44
2006-02-24,817213.0,790696.7
2006-02-25,763237.0,776235.56
2006-02-26,790765.0,750575.94
2006-02-27,889088.0,841415.4
2006-02-28,854159.0,888389.1
2006-03-01,819051.0,821830.4
2006-03-02,842351.0,819402.25
2006-03-03,842728.0,821828.5
2006-03-04,785290.0,749855.44
2006-03-05,728059.0,748213.44
2006-03-06,789197.0,775973.2
2006-03-07,796245.0,785337.06
2006-03-08,797089.0,794186.06
2006-03-09,750616.0,817859.5
2006-03-10,707519.0,786095.25
2006-03-11,629338.0,641931.94
2006-03-12,619117.0,631406.0
2006-03-13,701553.0,738772.7
2006-03-14,703296.0,718954.4
2006-03-15,767167.0,720143.8
2006-03-16,764686.0,737445.7
2006-03-17,746713.0,721753.7
2006-03-18,724469.0,671742.25
2006-03-19,712970.0,684767.9
2006-03-20,786169.0,759994.3
2006-03-21,813759.0,768088.25
2006-03-22,800480.0,814154.5
2006-03-23,774724.0,779074.7
2006-03-24,759641.0,752584.1
2006-03-25,695689.0,691262.6
2006-03-26,682611.0,663480.5
2006-03-27,741727.0,757547.4
2006-03-28,737660.0,761358.4
2006-03-29,716334.0,727767.56
2006-03-30,712479.0,715905.1
2006-03-31,692405.0,707808.0
2006-04-01,619715.0,635011.06
2006-04-02,591390.5,615791.44
2006-04-03,694589.0,693362.5
2006-04-04,709731.0,703492.5
2006-04-05,736308.0,682022.1
2006-04-06,725213.0,714150.44
2006-04-07,710131.0,707158.0
2006-04-08,656095.0,634339.25
2006-04-09,645545.0,655599.75
2006-04-10,704886.0,751635.6
2006-04-11,695661.0,707601.1
2006-04-12,686146.0,705293.56
2006-04-13,683224.0,696466.3
2006-04-14,642782.0,683935.0
2006-04-15,611950.0,622500.6
2006-04-16,562886.0,610262.06
2006-04-17,658569.0,663883.0
2006-04-18,680561.0,697663.25
2006-04-19,686103.0,689190.56
2006-04-20,700041.0,686835.06
2006-04-21,672888.0,695725.06
2006-04-22,642212.0,607154.9
2006-04-23,609820.0,610231.9
2006-04-24,681070.0,706373.6
2006-04-25,690712.0,699860.75
2006-04-26,681961.0,701928.25
2006-04-27,692321.0,692016.44
2006-04-28,669499.0,681596.9
2006-04-29,610137.0,627219.1
2006-04-30,592537.0,602356.56
2006-05-01,677477.0,662522.8
2006-05-02,686982.0,696213.6
2006-05-03,690018.0,691870.1
2006-05-04,711462.0,693451.44
2006-05-05,718576.0,683080.9
2006-05-06,638454.0,635525.7
2006-05-07,589877.0,619382.3
2006-05-08,676460.0,670257.6
2006-05-09,684235.0,689815.1
2006-05-10,700183.0,692188.25
2006-05-11,697554.0,695483.0
2006-05-12,691753.0,686448.56
2006-05-13,624314.0,621207.5
2006-05-14,589075.0,618892.4
2006-05-15,687579.0,672606.25
2006-05-16,693094.0,686569.3
2006-05-17,694788.0,692359.56
2006-05-18,702696.0,696792.06
2006-05-19,679363.0,689246.3
2006-05-20,614311.0,623024.9
2006-05-21,597383.0,596314.0
2006-05-22,676997.0,673614.75
2006-05-23,684088.0,699875.1
2006-05-24,693252.0,693531.5
2006-05-25,702766.0,700506.9
2006-05-26,731999.0,697406.8
2006-05-27,696246.0,653690.6
2006-05-28,692275.0,645919.56
2006-05-29,765972.0,768573.94
2006-05-30,959224.0,790008.44
2006-05-31,934982.0,915496.5
2006-06-01,960691.0,919398.6
2006-06-02,902943.0,922630.25
2006-06-03,728724.0,860029.2
2006-06-04,648529.0,646938.44
2006-06-05,735436.0,767851.06
2006-06-06,755553.0,758767.94
2006-06-07,751359.0,799904.1
2006-06-08,758034.0,790782.25
2006-06-09,762289.0,781205.06
2006-06-10,642724.0,719855.1
2006-06-11,611343.0,647805.6
2006-06-12,715240.0,748019.9
2006-06-13,775701.0,797980.25
2006-06-14,789298.0,815321.56
2006-06-15,785310.0,855303.94
2006-06-16,804929.0,784813.44
2006-06-17,780890.0,768454.6
2006-06-18,868525.0,744210.06
2006-06-19,986945.0,927542.94
2006-06-20,939423.0,1.0109326e+06
2006-06-21,925276.0,962823.4
2006-06-22,976826.0,961358.0
2006-06-23,969640.0,975409.2
2006-06-24,840989.0,899790.75
2006-06-25,773816.0,779266.06
2006-06-26,882144.0,915984.7
2006-06-27,917640.0,922557.56
2006-06-28,966643.0,938854.9
2006-06-29,963005.0,908228.75
2006-06-30,863783.0,902750.06
2006-07-01,811246.0,781909.75
2006-07-02,860831.0,763896.25
2006-07-03,949247.0,968027.7
2006-07-04,912393.0,949506.1
2006-07-05,910481.0,913673.56
2006-07-06,835001.0,909018.25
2006-07-07,812127.0,848326.5
2006-07-08,773997.0,748440.44
2006-07-09,797176.0,725435.5
2006-07-10,933985.0,905110.1
2006-07-11,1038940.0,928521.56
2006-07-12,1045047.0,1.02925525e+06
2006-07-13,997863.0,1.0049186e+06
2006-07-14,1007720.0,939172.3
2006-07-15,914086.0,885711.56
2006-07-16,951886.0,838183.4
2006-07-17,1127103.0,974647.44
2006-07-18,1157309.0,1.1030568e+06
2006-07-19,1043821.0,1.0670704e+06
2006-07-20,1036428.0,1.04770194e+06
2006-07-21,1057103.0,968318.44
2006-07-22,914820.0,908121.6
2006-07-23,811557.0,851040.7
2006-07-24,920531.0,1.0003977e+06
2006-07-25,966501.0,990699.8
2006-07-26,1025299.0,987707.56
2006-07-27,1070166.0,980593.06
2006-07-28,1038199.0,1.0087623e+06
2006-07-29,992115.0,924322.7
2006-07-30,1004842.0,911250.5
2006-07-31,1113363.0,1.0608774e+06
2006-08-01,1205397.0,1.0713232e+06
2006-08-02,1253516.0,1.0827749e+06
2006-08-03,1243764.0,1.0531056e+06
2006-08-04,1120282.0,1.0629e+06
2006-08-05,931153.0,931233.06
2006-08-06,890109.0,880238.3
2006-08-07,1040656.0,997021.06
2006-08-08,1010143.0,1.0617526e+06
2006-08-09,909272.0,1.0334817e+06
2006-08-10,905264.0,961232.56
2006-08-11,855373.0,943763.7
2006-08-12,730467.0,785618.1
2006-08-13,709146.0,720128.94
2006-08-14,893714.0,832354.94
2006-08-15,965507.0,946678.2
2006-08-16,932523.0,922442.4
2006-08-17,929407.0,907325.7
2006-08-18,907996.0,887231.2
2006-08-19,869475.0,871591.8
2006-08-20,922232.0,809806.2
2006-08-21,929168.0,959095.75
2006-08-22,925216.0,933039.9
2006-08-23,933605.0,909961.1
2006-08-24,911448.0,904882.25
2006-08-25,930896.0,895418.75
2006-08-26,813770.0,873990.25
2006-08-27,790911.0,756892.4
2006-08-28,938896.0,892796.1
2006-08-29,932714.0,912482.56
2006-08-30,843775.0,902171.5
2006-08-31,784644.0,846424.1
2006-09-01,726551.0,790891.9
2006-09-02,651079.0,703375.44
2006-09-03,641498.0,723562.44
2006-09-04,668322.0,761162.44
2006-09-05,743898.0,734924.75
2006-09-06,766209.0,795456.8
2006-09-07,791810.0,780967.6
2006-09-08,808061.0,782027.6
2006-09-09,767148.0,703902.2
2006-09-10,710487.0,687903.6
2006-09-11,740963.0,754310.2
2006-09-12,717520.0,753162.06
2006-09-13,722314.0,730520.2
2006-09-14,749380.0,757170.1
2006-09-15,752640.0,784183.1
2006-09-16,693908.0,724448.1
2006-09-17,699021.0,671991.44
2006-09-18,823366.0,750666.3
2006-09-19,817732.0,813402.75
2006-09-20,736947.0,815544.0
2006-09-21,704244.0,722667.75
2006-09-22,699048.0,724506.3
2006-09-23,684367.0,657764.06
2006-09-24,720363.0,667791.56
2006-09-25,740315.0,794464.56
2006-09-26,722351.0,767337.2
2006-09-27,726788.0,714103.8
2006-09-28,737739.0,728259.25
2006-09-29,699317.0,710854.4
2006-09-30,626417.0,636326.94
2006-10-01,617517.0,620716.3
2006-10-02,696726.0,712388.1
2006-10-03,736948.0,723353.5
2006-10-04,779327.0,728102.44
2006-10-05,728334.0,738026.06
2006-10-06,695351.0,712963.94
2006-10-07,632930.0,637171.9
2006-10-08,609583.0,608908.9
2006-10-09,705155.0,710592.2
2006-10-10,730355.0,702096.25
2006-10-11,725420.0,721242.4
2006-10-12,721428.0,714548.25
2006-10-13,697436.0,721514.06
2006-10-14,651244.0,632272.1
2006-10-15,640408.0,632022.8
2006-10-16,719260.0,736383.1
2006-10-17,727609.0,725851.2
2006-10-18,728777.0,714679.4
2006-10-19,721923.0,706836.8
2006-10-20,710199.0,714085.6
2006-10-21,638950.0,628041.3
2006-10-22,633418.0,625242.5
2006-10-23,720298.0,715877.5
2006-10-24,752781.0,726147.9
2006-10-25,749296.0,714732.8
2006-10-26,750533.0,721859.44
2006-10-27,755506.0,720292.2
2006-10-28,668209.0,683623.75
2006-10-29,662955.0,629897.6
2006-10-30,734410.0,731297.56
2006-10-31,730534.0,735964.56
2006-11-01,711440.0,714628.1
2006-11-02,715005.0,695817.8
2006-11-03,755887.0,705182.9
2006-11-04,715887.0,700192.5
2006-11-05,689089.0,674057.3
2006-11-06,756176.0,749118.25
2006-11-07,744835.0,776474.2
2006-11-08,735587.0,747314.56
2006-11-09,714520.0,714164.44
2006-11-10,696229.0,707059.94
2006-11-11,644324.0,652152.94
2006-11-12,646432.0,662900.4
2006-11-13,733970.0,745276.0
2006-11-14,723113.0,729179.7
2006-11-15,722892.0,716536.56
2006-11-16,735242.0,710262.9
2006-11-17,709920.0,713079.7
2006-11-18,683610.0,647634.06
2006-11-19,680573.0,665515.7
2006-11-20,779290.0,742113.94
2006-11-21,787064.0,760354.6
2006-11-22,800756.0,763137.8
2006-11-23,691284.0,800074.0
2006-11-24,672756.0,705192.9
2006-11-25,672839.0,667361.56
2006-11-26,665463.0,667115.6
2006-11-27,733209.0,744167.1
2006-11-28,742603.0,740116.44
2006-11-29,739456.0,730346.25
2006-11-30,732589.0,727181.06
2006-12-01,727654.0,731402.4
2006-12-02,691454.0,687679.25
2006-12-03,720766.0,669159.7
2006-12-04,823290.0,797386.0
2006-12-05,860871.0,838545.4
2006-12-06,843395.0,852939.1
2006-12-07,802096.0,829380.6
2006-12-08,901994.0,789925.94
2006-12-09,828624.0,869594.7
2006-12-10,751564.0,802789.56
2006-12-11,791706.0,882938.7
2006-12-12,788185.0,820720.1
2006-12-13,776403.0,804706.0
2006-12-14,766887.0,820738.0
2006-12-15,762961.0,821033.5
2006-12-16,714573.0,736960.94
2006-12-17,710900.0,695886.6
2006-12-18,755611.0,781629.7
2006-12-19,790969.0,779444.56
2006-12-20,830235.0,798860.75
2006-12-21,815790.0,829151.5
2006-12-22,787256.0,818676.0
2006-12-23,684741.0,741946.4
2006-12-24,670270.0,685455.94
2006-12-25,698082.0,755433.6
2006-12-26,717518.0,735293.3
2006-12-27,775636.0,727857.0
2006-12-28,791421.0,756118.44
2006-12-29,761336.0,793649.75
2006-12-30,709574.0,708880.8
2006-12-31,702766.0,682229.25
2007-01-01,678017.0,756727.2
2007-01-02,763689.0,723782.94
2007-01-03,805149.0,758527.56
2007-01-04,779315.0,795756.2
2007-01-05,743768.0,751071.4
2007-01-06,655724.0,713697.6
2007-01-07,654011.0,671055.25
2007-01-08,761398.0,742500.7
2007-01-09,813498.0,764920.06
2007-01-10,848700.0,837069.8
2007-01-11,859386.0,832487.7
2007-01-12,803993.0,830160.25
2007-01-13,688114.0,767935.8
2007-01-14,657252.0,673023.8
2007-01-15,729843.0,786383.6
2007-01-16,782451.0,749553.9
2007-01-17,881594.0,769107.2
2007-01-18,887978.0,901328.6
2007-01-19,833583.0,888231.8
2007-01-20,818409.0,783897.56
2007-01-21,836623.0,781587.0
2007-01-22,886292.0,877305.0
2007-01-23,856271.0,908086.8
2007-01-24,853343.0,844526.06
2007-01-25,873970.0,831183.7
2007-01-26,956741.0,842806.7
2007-01-27,815838.0,880369.7
2007-01-28,756982.0,798823.75
2007-01-29,900601.0,792480.7
2007-01-30,900933.0,908533.9
2007-01-31,900521.0,911259.4
2007-02-01,891611.0,893368.06
2007-02-02,850485.0,864172.4
2007-02-03,821141.0,762080.0
2007-02-04,843073.0,768054.4
2007-02-05,1011537.0,882125.9
2007-02-06,1026033.0,958585.06
2007-02-07,977978.0,957982.1
2007-02-08,983151.0,941295.3
2007-02-09,951595.0,936445.4
2007-02-10,865992.0,841586.1
2007-02-11,854007.0,772850.7
2007-02-12,876234.0,909524.6
2007-02-13,906609.0,867003.56
2007-02-14,927926.0,903598.7
2007-02-15,971612.0,900850.75
2007-02-16,962651.0,922893.1
2007-02-17,857533.0,835873.25
2007-02-18,814361.0,778339.06
2007-02-19,927479.0,882135.75
2007-02-20,852776.0,897186.6
2007-02-21,795909.0,854264.3
2007-02-22,825953.0,845956.9
2007-02-23,859161.0,804517.8
2007-02-24,822943.0,763198.94
2007-02-25,801410.0,786148.9
2007-02-26,852072.0,841668.25
2007-02-27,815840.0,843890.06
2007-02-28,808383.0,827064.9
2007-03-01,809948.0,827318.0
2007-03-02,760916.0,828655.5
2007-03-03,706915.0,694984.2
2007-03-04,743646.0,686565.06
2007-03-05,845756.0,805364.1
2007-03-06,940693.0,816860.3
2007-03-07,945980.0,869599.75
2007-03-08,919765.0,876025.94
2007-03-09,864334.0,892131.5
2007-03-10,746599.0,752342.75
2007-03-11,672557.0,716656.9
2007-03-12,768571.0,777745.94
2007-03-13,744064.0,801856.7
2007-03-14,723902.0,788892.0
2007-03-15,723149.0,765048.25
2007-03-16,823760.0,735694.7
2007-03-17,796505.0,763432.75
2007-03-18,763871.0,755938.44
2007-03-19,825255.0,805953.8
2007-03-20,761171.0,803965.6
2007-03-21,801321.0,756849.56
2007-03-22,753971.0,775063.2
2007-03-23,715225.0,771319.9
2007-03-24,664447.0,659106.8
2007-03-25,640701.0,650926.1
2007-03-26,729493.0,749792.4
2007-03-27,721404.0,750277.7
2007-03-28,699009.0,735679.25
2007-03-29,716556.0,713199.1
2007-03-30,715548.0,712901.56
2007-03-31,645148.0,636193.25
2007-04-01,645537.0,635155.6
2007-04-02,708951.0,745825.8
2007-04-03,699946.0,707538.8
2007-04-04,736920.0,708510.1
2007-04-05,763280.0,716065.7
2007-04-06,746831.0,743497.3
2007-04-07,719724.0,670086.2
2007-04-08,701099.0,660187.8
2007-04-09,773768.0,747030.9
2007-04-10,767689.0,768209.6
2007-04-11,769342.0,742577.4
2007-04-12,756336.0,747281.94
2007-04-13,746136.0,747257.3
2007-04-14,678338.0,680403.8
2007-04-15,694354.0,652410.9
2007-04-16,796153.0,776275.94
2007-04-17,778417.0,795488.8
2007-04-18,756402.0,735993.4
2007-04-19,731220.0,734267.0
2007-04-20,706154.0,712032.5
2007-04-21,636038.0,625724.94
2007-04-22,612637.0,642898.9
2007-04-23,714438.0,720749.44
2007-04-24,732630.0,725722.56
2007-04-25,703045.0,711168.9
2007-04-26,693222.0,699026.0
2007-04-27,700509.0,700657.06
2007-04-28,628724.0,639970.3
2007-04-29,605397.0,609199.44
2007-04-30,707459.0,691562.7
2007-05-01,704061.0,694498.4
2007-05-02,711740.0,690499.1
2007-05-03,698667.0,699321.75
2007-05-04,692020.0,700453.4
2007-05-05,622191.0,637260.25
2007-05-06,597801.0,611635.94
2007-05-07,690200.0,683358.8
2007-05-08,704092.0,687839.5
2007-05-09,739432.0,695613.25
2007-05-10,777099.0,731253.44
2007-05-11,785986.0,756198.3
2007-05-12,691053.0,697162.9
2007-05-13,606681.0,637731.25
2007-05-14,697252.0,718761.1
2007-05-15,752434.0,718595.3
2007-05-16,796071.0,742696.5
2007-05-17,722571.0,789053.06
2007-05-18,689257.0,712448.4
2007-05-19,625584.0,635159.4
2007-05-20,617368.0,593609.75
2007-05-21,707847.0,727285.44
2007-05-22,721171.0,721195.06
2007-05-23,738546.0,712423.5
2007-05-24,767205.0,714227.8
2007-05-25,819618.0,735280.94
2007-05-26,795968.0,765398.3
2007-05-27,769019.0,733999.4
2007-05-28,763620.0,832509.6
2007-05-29,816255.0,788619.5
2007-05-30,839945.0,866455.2
2007-05-31,924077.0,848959.94
2007-06-01,937391.0,909581.94
2007-06-02,877130.0,873583.7
2007-06-03,757047.0,823242.1
2007-06-04,800412.0,842159.2
2007-06-05,830816.0,818312.25
2007-06-06,762722.0,860303.56
2007-06-07,787931.0,795262.06
2007-06-08,947420.0,806540.4
2007-06-09,859868.0,826908.94
2007-06-10,724416.0,759213.9
2007-06-11,852396.0,810573.8
2007-06-12,874180.0,893974.25
2007-06-13,812024.0,897081.3
2007-06-14,724511.0,851876.8
2007-06-15,728889.0,748991.44
2007-06-16,718762.0,671856.5
2007-06-17,790835.0,687569.7
2007-06-18,976618.0,902690.1
2007-06-19,989984.0,1.0074827e+06
2007-06-20,895563.0,972800.6
2007-06-21,835079.0,907105.44
2007-06-22,799151.0,837107.06
2007-06-23,691248.0,736618.7
2007-06-24,708715.0,660661.06
2007-06-25,886466.0,811798.8
2007-06-26,1036080.0,924351.8
2007-06-27,1101461.0,986517.44
2007-06-28,1050114.0,1.00069406e+06
2007-06-29,883648.0,1.0254632e+06
2007-06-30,777816.0,865223.4
2007-07-01,699245.0,763241.3
2007-07-02,747165.0,826548.1
2007-07-03,764153.0,843941.0
2007-07-04,702029.0,828243.94
2007-07-05,839699.0,802462.7
2007-07-06,899237.0,835485.5
2007-07-07,842996.0,858359.1
2007-07-08,894876.0,775399.8
2007-07-09,1084292.0,932826.5
2007-07-10,1102212.0,999020.94
2007-07-11,1038313.0,974858.5
2007-07-12,910800.0,957516.44
2007-07-13,879395.0,907655.44
2007-07-14,822163.0,822244.1
2007-07-15,896087.0,777357.1
2007-07-16,982278.0,1.0178251e+06
2007-07-17,997206.0,987937.75
2007-07-18,997395.0,1.00950644e+06
2007-07-19,985954.0,997084.7
2007-07-20,911950.0,966031.7
2007-07-21,769458.0,835735.6
2007-07-22,760671.0,753526.7
2007-07-23,809222.0,892146.06
2007-07-24,841067.0,878318.6
2007-07-25,922649.0,882684.06
2007-07-26,984670.0,893486.06
2007-07-27,1002058.0,987389.56
2007-07-28,929730.0,885346.3
2007-07-29,858557.0,871644.6
2007-07-30,958933.0,925438.0
2007-07-31,997224.0,923976.75
2007-08-01,1026447.0,995110.7
2007-08-02,1081114.0,1.00446756e+06
2007-08-03,1088889.0,1.0500421e+06
2007-08-04,1009656.0,913448.6
2007-08-05,890002.0,946405.75
2007-08-06,1011620.0,992919.06
2007-08-07,1099429.0,1.0652395e+06
2007-08-08,1174542.0,1.0505766e+06
2007-08-09,1065983.0,1.0561606e+06
2007-08-10,953073.0,1.02745644e+06
2007-08-11,779636.0,858188.06
2007-08-12,844358.0,757105.3
2007-08-13,993829.0,998451.25
2007-08-14,904032.0,1.0396456e+06
2007-08-15,931407.0,965153.4
2007-08-16,998709.0,939111.44
2007-08-17,1007751.0,1.0344897e+06
2007-08-18,752365.0,913482.0
2007-08-19,683827.0,734809.3
2007-08-20,756729.0,841041.0
2007-08-21,746452.0,826768.1
2007-08-22,738359.0,825144.2
2007-08-23,788412.0,803703.94
2007-08-24,919114.0,832654.06
2007-08-25,990282.0,860984.06
2007-08-26,893505.0,897376.06
2007-08-27,926427.0,925198.25
2007-08-28,920703.0,882222.8
2007-08-29,924986.0,888228.94
2007-08-30,950830.0,891640.44
2007-08-31,914917.0,902552.0
2007-09-01,752807.0,863960.2
2007-09-02,697161.0,740958.06
2007-09-03,756555.0,737736.44
2007-09-04,896675.0,776961.06
2007-09-05,885639.0,889160.9
2007-09-06,926593.0,881137.0
2007-09-07,985371.0,866282.4
2007-09-08,939057.0,874487.5
2007-09-09,889668.0,853137.44
2007-09-10,1015847.0,931738.94
2007-09-11,920902.0,947756.7
2007-09-12,806893.0,897975.6
2007-09-13,781527.0,830559.5
2007-09-14,794293.0,788845.44
2007-09-15,684545.0,740076.06
2007-09-16,619770.0,609335.3
2007-09-17,707698.0,748459.8
2007-09-18,719878.0,748161.4
2007-09-19,741467.0,755673.6
2007-09-20,765052.0,770488.44
2007-09-21,800480.0,783097.1
2007-09-22,775719.0,719166.7
2007-09-23,738852.0,728737.06
2007-09-24,779817.0,821731.4
2007-09-25,835402.0,760706.9
2007-09-26,921979.0,804205.1
2007-09-27,924407.0,888661.0
2007-09-28,825924.0,895296.5
2007-09-29,674137.0,751328.5
2007-09-30,648735.0,617700.1
2007-10-01,736848.0,771421.6
2007-10-02,753587.0,793574.94
2007-10-03,819215.0,784322.2
2007-10-04,870648.0,848000.75
2007-10-05,846525.0,847384.7
2007-10-06,773243.0,742392.94
2007-10-07,784219.0,730886.25
2007-10-08,904437.0,845535.6
2007-10-09,897193.0,900426.5
2007-10-10,812740.0,886154.44
2007-10-11,740583.0,829163.94
2007-10-12,699203.0,765227.9
2007-10-13,635341.0,666739.1
2007-10-14,622309.0,660147.2
2007-10-15,705190.0,710612.4
2007-10-16,718864.0,721404.1
2007-10-17,741781.0,740994.56
2007-10-18,762741.0,740871.94
2007-10-19,809182.0,730937.0
2007-10-20,666789.0,743957.3
2007-10-21,632270.0,648221.6
2007-10-22,731358.0,730795.4
2007-10-23,775317.0,755629.0
2007-10-24,758341.0,754210.4
2007-10-25,712252.0,748705.0
2007-10-26,715984.0,721355.7
2007-10-27,663263.0,625619.2
2007-10-28,624316.0,634059.9
2007-10-29,730065.0,720463.94
2007-10-30,739961.0,753809.44
2007-10-31,726294.0,730940.56
2007-11-01,723450.0,713935.3
2007-11-02,726058.0,705148.94
2007-11-03,673823.0,676482.4
2007-11-04,658792.0,654640.7
2007-11-05,737087.0,736417.25
2007-11-06,742668.0,733930.7
2007-11-07,767449.0,730609.25
2007-11-08,788488.0,736835.94
2007-11-09,787628.0,770237.7
2007-11-10,722519.0,725053.94
2007-11-11,703443.0,699026.2
2007-11-12,762434.0,743151.3
2007-11-13,746853.0,748595.7
2007-11-14,756356.0,720350.06
2007-11-15,757677.0,733980.1
2007-11-16,783935.0,733595.56
2007-11-17,735610.0,726839.2
2007-11-18,719479.0,684973.75
2007-11-19,803232.0,795167.0
2007-11-20,784817.0,805142.8
2007-11-21,745029.0,762546.25
2007-11-22,631520.0,750503.0
2007-11-23,711538.0,692694.8
2007-11-24,744866.0,646933.4
2007-11-25,713345.0,721755.75
2007-11-26,762781.0,758541.5
2007-11-27,747780.0,761182.6
2007-11-28,795077.0,741335.8
2007-11-29,798694.0,779793.1
2007-11-30,803876.0,767876.7
2007-12-01,777566.0,762795.25
2007-12-02,797512.0,756596.4
2007-12-03,823460.0,851057.5
2007-12-04,881082.0,836291.56
2007-12-05,905237.0,884859.0
2007-12-06,914052.0,869428.1
2007-12-07,916313.0,904322.44
2007-12-08,788619.0,867875.4
2007-12-09,782735.0,784204.9
2007-12-10,826074.0,844872.4
2007-12-11,822914.0,833655.8
2007-12-12,794702.0,817486.5
2007-12-13,867343.0,808638.7
2007-12-14,835234.0,846614.94
2007-12-15,822094.0,779011.06
2007-12-16,808234.0,779286.8
2007-12-17,898981.0,839518.8
2007-12-18,895178.0,873943.0
2007-12-19,877049.0,871130.4
2007-12-20,851700.0,819820.7
2007-12-21,851782.0,815969.6
2007-12-22,776856.0,776599.8
2007-12-23,725821.0,739151.06
2007-12-24,734080.0,792372.6
2007-12-25,705067.0,729101.3
2007-12-26,825547.0,730933.1
2007-12-27,807373.0,839119.44
2007-12-28,787727.0,799287.25
2007-12-29,717225.0,740994.75
2007-12-30,750283.0,686158.6
2007-12-31,765507.0,804100.8
2008-01-01,735243.0,758363.2
2008-01-02,881640.0,738433.56
2008-01-03,959674.0,893064.3
2008-01-04,925179.0,933875.5
2008-01-05,811282.0,839751.94
2008-01-06,734134.0,771363.44
2008-01-07,758794.0,800044.56
2008-01-08,741243.0,798052.5
2008-01-09,736868.0,797084.0
2008-01-10,779353.0,774021.94
2008-01-11,780007.0,800648.56
2008-01-12,717858.0,752057.75
2008-01-13,735527.0,691985.6
2008-01-14,820070.0,788331.44
2008-01-15,863736.0,824445.8
2008-01-16,864601.0,837939.0
2008-01-17,879781.0,860500.94
2008-01-18,823506.0,864151.2
2008-01-19,793474.0,773592.8
2008-01-20,847303.0,779069.56
2008-01-21,953354.0,885686.1
2008-01-22,925187.0,937469.4
2008-01-23,859753.0,930023.44
2008-01-24,899156.0,864514.2
2008-01-25,909880.0,912542.1
2008-01-26,840219.0,925579.06
2008-01-27,782913.0,822991.2
2008-01-28,858096.0,862589.9
2008-01-29,855683.0,876485.1
2008-01-30,818332.0,869914.6
2008-01-31,859482.0,834835.56
2008-02-01,858646.0,831934.44
2008-02-02,763594.0,787013.6
2008-02-03,744006.0,764630.75
2008-02-04,807664.0,846073.1
2008-02-05,786089.0,820905.8
2008-02-06,752803.0,813524.2
2008-02-07,759392.0,818181.44
2008-02-08,794793.0,803477.0
2008-02-09,753422.0,767355.0
2008-02-10,758144.0,743173.3
2008-02-11,967070.0,847178.7
2008-02-12,956209.0,925891.0
2008-02-13,875316.0,913486.2
2008-02-14,867486.0,859883.56
2008-02-15,833397.0,843463.4
